review_id,review_text,sentiment
2419,"Service is average, could be better",neutral
2420,Excellent experience with instant delivery,positive
2421,Order arrived as expected,neutral
2422,Support team responded late,neutral
2423,"Super quick delivery, highly recommended",positive
2424,"Service is average, could be better",neutral
2425,Overall experience is normal,neutral
2426,"Amazing experience, will order again",positive
2427,Great service and friendly delivery partner,positive
2428,Excellent experience with instant delivery,positive
2429,"Worst experience, order got cancelled",negative
2430,"Worst experience, order got cancelled",negative
2431,"Worst experience, order got cancelled",negative
2432,Overall experience is normal,neutral
2433,Order arrived as expected,neutral
2434,Support team responded late,neutral
2435,Prices are slightly high but service is okay,neutral
2436,Delivery was super fast and very convenient,positive
2437,Delivery time was acceptable,neutral
2438,Support team responded late,neutral
2439,Delivery time was acceptable,neutral
2440,Not happy with the overall service,negative
2441,Delivery was super fast and very convenient,positive
2442,Product quality is fine,neutral
2443,"Service is average, could be better",neutral
2444,Wrong items delivered again,negative
2445,"Super quick delivery, highly recommended",positive
2446,Products were damaged and poorly packed,negative
2447,Great service and friendly delivery partner,positive
2448,"Very slow delivery, not satisfied",negative
2449,Products were fresh and well packed,positive
2450,"Amazing experience, will order again",positive
2451,Great service and friendly delivery partner,positive
2452,Delivery was very late and disappointing,negative
2453,"Amazing experience, will order again",positive
2454,Excellent experience with instant delivery,positive
2455,"Super quick delivery, highly recommended",positive
2456,Loved the quick service and fresh products,positive
2457,Not happy with the overall service,negative
2458,"Service is average, could be better",neutral
2459,Product quality is fine,neutral
2460,Order arrived as expected,neutral
2461,Refund process is too slow,negative
2462,"Service is average, could be better",neutral
2463,Customer service is very bad,negative
2464,Product quality is fine,neutral
2465,"Service is average, could be better",neutral
2466,Not happy with the overall service,negative
2467,Very happy with the app and delivery speed,positive
2468,Terrible service and rude delivery partner,negative
2469,Order arrived as expected,neutral
2470,Smooth ordering and fast checkout,positive
2471,Very happy with the app and delivery speed,positive
2472,Delivery was very late and disappointing,negative
2473,"Super quick delivery, highly recommended",positive
2474,Customer support was very helpful,positive
2475,Customer support was very helpful,positive
2476,Prices are slightly high but service is okay,neutral
2477,App works fine most of the time,neutral
2478,Delivery time was acceptable,neutral
2479,"Service is average, could be better",neutral
2480,Very happy with the app and delivery speed,positive
2481,Products were fresh and well packed,positive
2482,Experience was neither good nor bad,neutral
2483,Delivery was super fast and very convenient,positive
2484,"Service is average, could be better",neutral
2485,Product quality is fine,neutral
2486,Experience was neither good nor bad,neutral
2487,Very happy with the app and delivery speed,positive
2488,Support team responded late,neutral
2489,Delivery was super fast and very convenient,positive
2490,Products were damaged and poorly packed,negative
2491,Products were damaged and poorly packed,negative
2492,Very happy with the app and delivery speed,positive
2493,"Delivery was okay, nothing special",neutral
2494,Experience was neither good nor bad,neutral
2495,"Worst experience, order got cancelled",negative
2496,"Amazing experience, will order again",positive
2497,Prices are slightly high but service is okay,neutral
2498,Product quality is fine,neutral
2499,"Service is average, could be better",neutral
2500,Excellent experience with instant delivery,positive
2501,Prices are slightly high but service is okay,neutral
2502,Support team responded late,neutral
2503,Products were damaged and poorly packed,negative
2504,Smooth ordering and fast checkout,positive
2505,Customer service is very bad,negative
2506,Delivery time was acceptable,neutral
2507,Delivery time was acceptable,neutral
2508,"Service is average, could be better",neutral
2509,Delivery was very late and disappointing,negative
2510,Products were fresh and well packed,positive
2511,Customer support was very helpful,positive
2512,Products were fresh and well packed,positive
2513,Customer support was very helpful,positive
2514,"Super quick delivery, highly recommended",positive
2515,Wrong items delivered again,negative
2516,"Amazing experience, will order again",positive
2517,"Amazing experience, will order again",positive
2518,Order arrived as expected,neutral
2519,App works fine most of the time,neutral
2520,Wrong items delivered again,negative
2521,Excellent experience with instant delivery,positive
2522,Excellent experience with instant delivery,positive
2523,Wrong items delivered again,negative
2524,Overall experience is normal,neutral
2525,Customer service is very bad,negative
2526,"Worst experience, order got cancelled",negative
2527,Excellent experience with instant delivery,positive
2528,Prices are slightly high but service is okay,neutral
2529,"Very slow delivery, not satisfied",negative
2530,Customer service is very bad,negative
2531,App keeps crashing frequently,negative
2532,App keeps crashing frequently,negative
2533,"Amazing experience, will order again",positive
2534,"Very slow delivery, not satisfied",negative
2535,Delivery was super fast and very convenient,positive
2536,Smooth ordering and fast checkout,positive
2537,"Amazing experience, will order again",positive
2538,"Worst experience, order got cancelled",negative
2539,Refund process is too slow,negative
2540,"Service is average, could be better",neutral
2541,Products were fresh and well packed,positive
2542,Refund process is too slow,negative
2543,Smooth ordering and fast checkout,positive
2544,App works fine most of the time,neutral
2545,Prices are slightly high but service is okay,neutral
2546,Smooth ordering and fast checkout,positive
2547,"Delivery was okay, nothing special",neutral
2548,Customer service is very bad,negative
2549,Excellent experience with instant delivery,positive
2550,App works fine most of the time,neutral
2551,Very happy with the app and delivery speed,positive
2552,Smooth ordering and fast checkout,positive
2553,Excellent experience with instant delivery,positive
2554,"Super quick delivery, highly recommended",positive
2555,Customer service is very bad,negative
2556,Customer service is very bad,negative
2557,Prices are slightly high but service is okay,neutral
2558,"Very slow delivery, not satisfied",negative
2559,Delivery was very late and disappointing,negative
2560,App keeps crashing frequently,negative
2561,Loved the quick service and fresh products,positive
2562,Terrible service and rude delivery partner,negative
2563,App works fine most of the time,neutral
2564,Prices are slightly high but service is okay,neutral
2565,Delivery was super fast and very convenient,positive
2566,Product quality is fine,neutral
2567,Refund process is too slow,negative
2568,Loved the quick service and fresh products,positive
2569,"Very slow delivery, not satisfied",negative
2570,Customer support was very helpful,positive
2571,"Delivery was okay, nothing special",neutral
2572,App works fine most of the time,neutral
2573,Wrong items delivered again,negative
2574,Product quality is fine,neutral
2575,Product quality is fine,neutral
2576,Delivery time was acceptable,neutral
2577,Support team responded late,neutral
2578,App keeps crashing frequently,negative
2579,Product quality is fine,neutral
2580,Delivery was super fast and very convenient,positive
2581,Smooth ordering and fast checkout,positive
2582,Prices are slightly high but service is okay,neutral
2583,Prices are slightly high but service is okay,neutral
2584,"Delivery was okay, nothing special",neutral
2585,"Super quick delivery, highly recommended",positive
2586,Overall experience is normal,neutral
2587,Customer support was very helpful,positive
2588,Products were damaged and poorly packed,negative
2589,Order arrived as expected,neutral
2590,Products were damaged and poorly packed,negative
2591,"Super quick delivery, highly recommended",positive
2592,App keeps crashing frequently,negative
2593,Support team responded late,neutral
2594,Excellent experience with instant delivery,positive
2595,Overall experience is normal,neutral
2596,Product quality is fine,neutral
2597,Very happy with the app and delivery speed,positive
2598,Loved the quick service and fresh products,positive
2599,"Worst experience, order got cancelled",negative
2600,"Very slow delivery, not satisfied",negative
2601,Overall experience is normal,neutral
2602,Customer service is very bad,negative
2603,Product quality is fine,neutral
2604,"Very slow delivery, not satisfied",negative
2605,"Super quick delivery, highly recommended",positive
2606,Terrible service and rude delivery partner,negative
2607,Wrong items delivered again,negative
2608,Delivery was very late and disappointing,negative
2609,Experience was neither good nor bad,neutral
2610,Delivery was super fast and very convenient,positive
2611,"Delivery was okay, nothing special",neutral
2612,Overall experience is normal,neutral
2613,Order arrived as expected,neutral
2614,"Very slow delivery, not satisfied",negative
2615,Refund process is too slow,negative
2616,Product quality is fine,neutral
2617,Prices are slightly high but service is okay,neutral
2618,"Very slow delivery, not satisfied",negative
2619,"Amazing experience, will order again",positive
2620,"Worst experience, order got cancelled",negative
2621,Delivery time was acceptable,neutral
2622,Terrible service and rude delivery partner,negative
2623,Overall experience is normal,neutral
2624,App keeps crashing frequently,negative
2625,Smooth ordering and fast checkout,positive
2626,"Super quick delivery, highly recommended",positive
2627,"Delivery was okay, nothing special",neutral
2628,Loved the quick service and fresh products,positive
2629,Support team responded late,neutral
2630,Delivery time was acceptable,neutral
2631,App works fine most of the time,neutral
2632,Product quality is fine,neutral
2633,Products were damaged and poorly packed,negative
2634,Smooth ordering and fast checkout,positive
2635,"Super quick delivery, highly recommended",positive
2636,Great service and friendly delivery partner,positive
2637,Product quality is fine,neutral
2638,Not happy with the overall service,negative
2639,Not happy with the overall service,negative
2640,App works fine most of the time,neutral
2641,"Amazing experience, will order again",positive
2642,"Worst experience, order got cancelled",negative
2643,"Super quick delivery, highly recommended",positive
2644,Delivery time was acceptable,neutral
2645,Excellent experience with instant delivery,positive
2646,Smooth ordering and fast checkout,positive
2647,Experience was neither good nor bad,neutral
2648,Smooth ordering and fast checkout,positive
2649,Terrible service and rude delivery partner,negative
2650,Experience was neither good nor bad,neutral
2651,Experience was neither good nor bad,neutral
2652,Order arrived as expected,neutral
2653,Overall experience is normal,neutral
2654,"Service is average, could be better",neutral
2655,"Amazing experience, will order again",positive
2656,Products were fresh and well packed,positive
2657,App works fine most of the time,neutral
2658,Delivery was super fast and very convenient,positive
2659,Delivery was super fast and very convenient,positive
2660,"Worst experience, order got cancelled",negative
2661,Excellent experience with instant delivery,positive
2662,Delivery was super fast and very convenient,positive
2663,"Service is average, could be better",neutral
2664,Excellent experience with instant delivery,positive
2665,"Worst experience, order got cancelled",negative
2666,Wrong items delivered again,negative
2667,Loved the quick service and fresh products,positive
2668,Delivery time was acceptable,neutral
2669,Products were damaged and poorly packed,negative
2670,Experience was neither good nor bad,neutral
2671,Customer support was very helpful,positive
2672,Great service and friendly delivery partner,positive
2673,Wrong items delivered again,negative
2674,Support team responded late,neutral
2675,Customer service is very bad,negative
2676,Very happy with the app and delivery speed,positive
2677,Customer service is very bad,negative
2678,Delivery was very late and disappointing,negative
2679,Smooth ordering and fast checkout,positive
2680,Delivery time was acceptable,neutral
2681,Order arrived as expected,neutral
2682,Excellent experience with instant delivery,positive
2683,App works fine most of the time,neutral
2684,Excellent experience with instant delivery,positive
2685,Experience was neither good nor bad,neutral
2686,Delivery was very late and disappointing,negative
2687,App keeps crashing frequently,negative
2688,Refund process is too slow,negative
2689,"Service is average, could be better",neutral
2690,Experience was neither good nor bad,neutral
2691,Refund process is too slow,negative
2692,Overall experience is normal,neutral
2693,"Very slow delivery, not satisfied",negative
2694,Overall experience is normal,neutral
2695,"Delivery was okay, nothing special",neutral
2696,Products were fresh and well packed,positive
2697,Products were fresh and well packed,positive
2698,Products were damaged and poorly packed,negative
2699,Prices are slightly high but service is okay,neutral
2700,Excellent experience with instant delivery,positive
2701,Delivery was super fast and very convenient,positive
2702,"Super quick delivery, highly recommended",positive
2703,Terrible service and rude delivery partner,negative
2704,Support team responded late,neutral
2705,Refund process is too slow,negative
2706,Smooth ordering and fast checkout,positive
2707,Products were fresh and well packed,positive
2708,Delivery was super fast and very convenient,positive
2709,Excellent experience with instant delivery,positive
2710,Delivery time was acceptable,neutral
2711,Support team responded late,neutral
2712,Experience was neither good nor bad,neutral
2713,Very happy with the app and delivery speed,positive
2714,Excellent experience with instant delivery,positive
2715,"Service is average, could be better",neutral
2716,Loved the quick service and fresh products,positive
2717,Great service and friendly delivery partner,positive
2718,Loved the quick service and fresh products,positive
2719,Order arrived as expected,neutral
2720,Delivery time was acceptable,neutral
2721,"Service is average, could be better",neutral
2722,Wrong items delivered again,negative
2723,Refund process is too slow,negative
2724,Very happy with the app and delivery speed,positive
2725,Great service and friendly delivery partner,positive
2726,Refund process is too slow,negative
2727,Order arrived as expected,neutral
2728,Order arrived as expected,neutral
2729,Great service and friendly delivery partner,positive
2730,Terrible service and rude delivery partner,negative
2731,Support team responded late,neutral
2732,Product quality is fine,neutral
2733,Product quality is fine,neutral
2734,Delivery was very late and disappointing,negative
2735,Prices are slightly high but service is okay,neutral
2736,Very happy with the app and delivery speed,positive
2737,"Worst experience, order got cancelled",negative
2738,"Worst experience, order got cancelled",negative
2739,Great service and friendly delivery partner,positive
2740,Order arrived as expected,neutral
2741,Delivery was very late and disappointing,negative
2742,Excellent experience with instant delivery,positive
2743,Loved the quick service and fresh products,positive
2744,Not happy with the overall service,negative
2745,Customer service is very bad,negative
2746,Loved the quick service and fresh products,positive
2747,Refund process is too slow,negative
2748,Excellent experience with instant delivery,positive
2749,App keeps crashing frequently,negative
2750,Customer service is very bad,negative
2751,Refund process is too slow,negative
2752,App keeps crashing frequently,negative
2753,"Worst experience, order got cancelled",negative
2754,App keeps crashing frequently,negative
2755,Not happy with the overall service,negative
2756,"Delivery was okay, nothing special",neutral
2757,Prices are slightly high but service is okay,neutral
2758,Product quality is fine,neutral
2759,Terrible service and rude delivery partner,negative
2760,"Service is average, could be better",neutral
2761,Very happy with the app and delivery speed,positive
2762,"Worst experience, order got cancelled",negative
2763,"Super quick delivery, highly recommended",positive
2764,"Super quick delivery, highly recommended",positive
2765,Experience was neither good nor bad,neutral
2766,"Super quick delivery, highly recommended",positive
2767,Product quality is fine,neutral
2768,Delivery was super fast and very convenient,positive
2769,"Delivery was okay, nothing special",neutral
2770,Support team responded late,neutral
2771,Overall experience is normal,neutral
2772,Customer service is very bad,negative
2773,Customer service is very bad,negative
2774,Refund process is too slow,negative
2775,Products were damaged and poorly packed,negative
2776,Not happy with the overall service,negative
2777,Product quality is fine,neutral
2778,Excellent experience with instant delivery,positive
2779,Terrible service and rude delivery partner,negative
2780,Great service and friendly delivery partner,positive
2781,Overall experience is normal,neutral
2782,App keeps crashing frequently,negative
2783,"Amazing experience, will order again",positive
2784,Support team responded late,neutral
2785,Excellent experience with instant delivery,positive
2786,"Worst experience, order got cancelled",negative
2787,Customer support was very helpful,positive
2788,Wrong items delivered again,negative
2789,Excellent experience with instant delivery,positive
2790,Prices are slightly high but service is okay,neutral
2791,Great service and friendly delivery partner,positive
2792,Customer support was very helpful,positive
2793,"Worst experience, order got cancelled",negative
2794,Great service and friendly delivery partner,positive
2795,App works fine most of the time,neutral
2796,Support team responded late,neutral
2797,App keeps crashing frequently,negative
2798,App works fine most of the time,neutral
2799,Experience was neither good nor bad,neutral
2800,Overall experience is normal,neutral
2801,"Worst experience, order got cancelled",negative
2802,Prices are slightly high but service is okay,neutral
2803,"Super quick delivery, highly recommended",positive
2804,Customer service is very bad,negative
2805,Order arrived as expected,neutral
2806,Wrong items delivered again,negative
2807,Order arrived as expected,neutral
2808,Terrible service and rude delivery partner,negative
2809,Experience was neither good nor bad,neutral
2810,Experience was neither good nor bad,neutral
2811,"Worst experience, order got cancelled",negative
2812,Great service and friendly delivery partner,positive
2813,Support team responded late,neutral
2814,Delivery was very late and disappointing,negative
2815,"Service is average, could be better",neutral
2816,Excellent experience with instant delivery,positive
2817,App works fine most of the time,neutral
2818,"Super quick delivery, highly recommended",positive
2819,Customer support was very helpful,positive
2820,Customer service is very bad,negative
2821,Loved the quick service and fresh products,positive
2822,Great service and friendly delivery partner,positive
2823,Not happy with the overall service,negative
2824,Wrong items delivered again,negative
2825,"Delivery was okay, nothing special",neutral
2826,Products were damaged and poorly packed,negative
2827,"Amazing experience, will order again",positive
2828,Overall experience is normal,neutral
2829,Delivery was super fast and very convenient,positive
2830,App works fine most of the time,neutral
2831,App keeps crashing frequently,negative
2832,"Amazing experience, will order again",positive
2833,Excellent experience with instant delivery,positive
2834,Experience was neither good nor bad,neutral
2835,Support team responded late,neutral
2836,Products were fresh and well packed,positive
2837,Smooth ordering and fast checkout,positive
2838,Products were damaged and poorly packed,negative
2839,Customer service is very bad,negative
2840,App keeps crashing frequently,negative
2841,Loved the quick service and fresh products,positive
2842,Prices are slightly high but service is okay,neutral
2843,Experience was neither good nor bad,neutral
2844,"Super quick delivery, highly recommended",positive
2845,Products were fresh and well packed,positive
2846,Refund process is too slow,negative
2847,Great service and friendly delivery partner,positive
2848,Wrong items delivered again,negative
2849,Overall experience is normal,neutral
2850,Customer support was very helpful,positive
2851,Delivery was super fast and very convenient,positive
2852,Customer support was very helpful,positive
2853,"Service is average, could be better",neutral
2854,"Very slow delivery, not satisfied",negative
2855,Support team responded late,neutral
2856,Order arrived as expected,neutral
2857,Terrible service and rude delivery partner,negative
2858,Smooth ordering and fast checkout,positive
2859,Delivery time was acceptable,neutral
2860,Delivery was super fast and very convenient,positive
2861,Refund process is too slow,negative
2862,Products were damaged and poorly packed,negative
2863,Excellent experience with instant delivery,positive
2864,Delivery time was acceptable,neutral
2865,App keeps crashing frequently,negative
2866,App works fine most of the time,neutral
2867,Excellent experience with instant delivery,positive
2868,"Worst experience, order got cancelled",negative
2869,Products were damaged and poorly packed,negative
2870,Loved the quick service and fresh products,positive
2871,"Very slow delivery, not satisfied",negative
2872,Very happy with the app and delivery speed,positive
2873,Wrong items delivered again,negative
2874,Refund process is too slow,negative
2875,"Very slow delivery, not satisfied",negative
2876,Customer support was very helpful,positive
2877,"Very slow delivery, not satisfied",negative
2878,Customer service is very bad,negative
2879,Excellent experience with instant delivery,positive
2880,Smooth ordering and fast checkout,positive
2881,"Service is average, could be better",neutral
2882,Smooth ordering and fast checkout,positive
2883,Excellent experience with instant delivery,positive
2884,App keeps crashing frequently,negative
2885,"Delivery was okay, nothing special",neutral
2886,App keeps crashing frequently,negative
2887,Great service and friendly delivery partner,positive
2888,Excellent experience with instant delivery,positive
2889,Delivery was super fast and very convenient,positive
2890,Customer support was very helpful,positive
2891,App keeps crashing frequently,negative
2892,Overall experience is normal,neutral
2893,Prices are slightly high but service is okay,neutral
2894,"Delivery was okay, nothing special",neutral
2895,App works fine most of the time,neutral
2896,Prices are slightly high but service is okay,neutral
2897,App keeps crashing frequently,negative
2898,Product quality is fine,neutral
2899,Smooth ordering and fast checkout,positive
2900,Wrong items delivered again,negative
2901,Customer service is very bad,negative
2902,"Very slow delivery, not satisfied",negative
2903,Wrong items delivered again,negative
2904,Products were damaged and poorly packed,negative
2905,Very happy with the app and delivery speed,positive
2906,App keeps crashing frequently,negative
2907,Delivery was super fast and very convenient,positive
2908,Smooth ordering and fast checkout,positive
2909,Very happy with the app and delivery speed,positive
2910,"Super quick delivery, highly recommended",positive
2911,"Amazing experience, will order again",positive
2912,Very happy with the app and delivery speed,positive
2913,App works fine most of the time,neutral
2914,App works fine most of the time,neutral
2915,Customer service is very bad,negative
2916,App works fine most of the time,neutral
2917,"Super quick delivery, highly recommended",positive
2918,Great service and friendly delivery partner,positive
2919,"Worst experience, order got cancelled",negative
2920,Customer service is very bad,negative
2921,Customer support was very helpful,positive
2922,Excellent experience with instant delivery,positive
2923,Refund process is too slow,negative
2924,"Worst experience, order got cancelled",negative
2925,Overall experience is normal,neutral
2926,Delivery time was acceptable,neutral
2927,Experience was neither good nor bad,neutral
2928,Overall experience is normal,neutral
2929,Delivery was very late and disappointing,negative
2930,Wrong items delivered again,negative
2931,"Worst experience, order got cancelled",negative
2932,App works fine most of the time,neutral
2933,Prices are slightly high but service is okay,neutral
2934,Order arrived as expected,neutral
2935,Customer support was very helpful,positive
2936,Delivery was super fast and very convenient,positive
2937,Excellent experience with instant delivery,positive
2938,Overall experience is normal,neutral
2939,Loved the quick service and fresh products,positive
2940,Great service and friendly delivery partner,positive
2941,Overall experience is normal,neutral
2942,"Very slow delivery, not satisfied",negative
2943,"Super quick delivery, highly recommended",positive
2944,Terrible service and rude delivery partner,negative
2945,Products were damaged and poorly packed,negative
2946,Terrible service and rude delivery partner,negative
2947,Customer support was very helpful,positive
2948,Prices are slightly high but service is okay,neutral
2949,Overall experience is normal,neutral
2950,Customer service is very bad,negative
2951,Products were fresh and well packed,positive
2952,"Very slow delivery, not satisfied",negative
2953,"Amazing experience, will order again",positive
2954,Support team responded late,neutral
2955,Products were fresh and well packed,positive
2956,Refund process is too slow,negative
2957,Terrible service and rude delivery partner,negative
2958,Overall experience is normal,neutral
2959,Order arrived as expected,neutral
2960,Overall experience is normal,neutral
2961,Order arrived as expected,neutral
2962,Delivery was very late and disappointing,negative
2963,Refund process is too slow,negative
2964,Product quality is fine,neutral
2965,Not happy with the overall service,negative
2966,App works fine most of the time,neutral
2967,Not happy with the overall service,negative
2968,Wrong items delivered again,negative
2969,Products were damaged and poorly packed,negative
2970,Products were damaged and poorly packed,negative
2971,Loved the quick service and fresh products,positive
2972,Not happy with the overall service,negative
2973,"Worst experience, order got cancelled",negative
2974,"Delivery was okay, nothing special",neutral
2975,Very happy with the app and delivery speed,positive
2976,Smooth ordering and fast checkout,positive
2977,Great service and friendly delivery partner,positive
2978,Delivery was super fast and very convenient,positive
2979,Wrong items delivered again,negative
2980,Wrong items delivered again,negative
2981,Terrible service and rude delivery partner,negative
2982,Terrible service and rude delivery partner,negative
2983,"Super quick delivery, highly recommended",positive
2984,"Amazing experience, will order again",positive
2985,Delivery was super fast and very convenient,positive
2986,Products were damaged and poorly packed,negative
2987,"Super quick delivery, highly recommended",positive
2988,Smooth ordering and fast checkout,positive
2989,Very happy with the app and delivery speed,positive
2990,App works fine most of the time,neutral
2991,Customer support was very helpful,positive
2992,Experience was neither good nor bad,neutral
2993,"Worst experience, order got cancelled",negative
2994,Customer service is very bad,negative
2995,Customer service is very bad,negative
2996,"Delivery was okay, nothing special",neutral
2997,Delivery was super fast and very convenient,positive
2998,"Delivery was okay, nothing special",neutral
2999,"Delivery was okay, nothing special",neutral
3000,"Worst experience, order got cancelled",negative
3001,Prices are slightly high but service is okay,neutral
3002,App keeps crashing frequently,negative
3003,Not happy with the overall service,negative
3004,Smooth ordering and fast checkout,positive
3005,Not happy with the overall service,negative
3006,Refund process is too slow,negative
3007,Delivery was very late and disappointing,negative
3008,Experience was neither good nor bad,neutral
3009,"Delivery was okay, nothing special",neutral
3010,Excellent experience with instant delivery,positive
3011,"Super quick delivery, highly recommended",positive
3012,Terrible service and rude delivery partner,negative
3013,"Amazing experience, will order again",positive
3014,App works fine most of the time,neutral
3015,Customer support was very helpful,positive
3016,"Worst experience, order got cancelled",negative
3017,Customer support was very helpful,positive
3018,"Super quick delivery, highly recommended",positive
3019,"Service is average, could be better",neutral
3020,Products were fresh and well packed,positive
3021,Delivery was very late and disappointing,negative
3022,Delivery was super fast and very convenient,positive
3023,"Delivery was okay, nothing special",neutral
3024,Wrong items delivered again,negative
3025,Prices are slightly high but service is okay,neutral
3026,Loved the quick service and fresh products,positive
3027,Customer service is very bad,negative
3028,Overall experience is normal,neutral
3029,Order arrived as expected,neutral
3030,Prices are slightly high but service is okay,neutral
3031,"Very slow delivery, not satisfied",negative
3032,Terrible service and rude delivery partner,negative
3033,"Super quick delivery, highly recommended",positive
3034,Customer service is very bad,negative
3035,Customer support was very helpful,positive
3036,Not happy with the overall service,negative
3037,"Super quick delivery, highly recommended",positive
3038,Experience was neither good nor bad,neutral
3039,Smooth ordering and fast checkout,positive
3040,Overall experience is normal,neutral
3041,Wrong items delivered again,negative
3042,App works fine most of the time,neutral
3043,Great service and friendly delivery partner,positive
3044,Products were damaged and poorly packed,negative
3045,App works fine most of the time,neutral
3046,App works fine most of the time,neutral
3047,Great service and friendly delivery partner,positive
3048,Overall experience is normal,neutral
3049,App works fine most of the time,neutral
3050,Products were fresh and well packed,positive
3051,Support team responded late,neutral
3052,Wrong items delivered again,negative
3053,Products were fresh and well packed,positive
3054,"Super quick delivery, highly recommended",positive
3055,Products were fresh and well packed,positive
3056,Delivery was very late and disappointing,negative
3057,App keeps crashing frequently,negative
3058,Delivery was super fast and very convenient,positive
3059,"Super quick delivery, highly recommended",positive
3060,Delivery was super fast and very convenient,positive
3061,Refund process is too slow,negative
3062,Loved the quick service and fresh products,positive
3063,Experience was neither good nor bad,neutral
3064,App works fine most of the time,neutral
3065,Very happy with the app and delivery speed,positive
3066,Refund process is too slow,negative
3067,Product quality is fine,neutral
3068,Refund process is too slow,negative
3069,Refund process is too slow,negative
3070,Prices are slightly high but service is okay,neutral
3071,Terrible service and rude delivery partner,negative
3072,"Delivery was okay, nothing special",neutral
3073,Excellent experience with instant delivery,positive
3074,Smooth ordering and fast checkout,positive
3075,Very happy with the app and delivery speed,positive
3076,Order arrived as expected,neutral
3077,Customer support was very helpful,positive
3078,Wrong items delivered again,negative
3079,Delivery time was acceptable,neutral
3080,"Super quick delivery, highly recommended",positive
3081,Refund process is too slow,negative
3082,Delivery was super fast and very convenient,positive
3083,Product quality is fine,neutral
3084,Excellent experience with instant delivery,positive
3085,Terrible service and rude delivery partner,negative
3086,Support team responded late,neutral
3087,Refund process is too slow,negative
3088,Delivery was very late and disappointing,negative
3089,Prices are slightly high but service is okay,neutral
3090,"Delivery was okay, nothing special",neutral
3091,"Super quick delivery, highly recommended",positive
3092,"Super quick delivery, highly recommended",positive
3093,Customer service is very bad,negative
3094,Excellent experience with instant delivery,positive
3095,Delivery was very late and disappointing,negative
3096,Not happy with the overall service,negative
3097,Overall experience is normal,neutral
3098,Overall experience is normal,neutral
3099,Delivery was super fast and very convenient,positive
3100,Delivery time was acceptable,neutral
3101,Smooth ordering and fast checkout,positive
3102,Experience was neither good nor bad,neutral
3103,Delivery time was acceptable,neutral
3104,Products were damaged and poorly packed,negative
3105,Great service and friendly delivery partner,positive
3106,"Worst experience, order got cancelled",negative
3107,Support team responded late,neutral
3108,Great service and friendly delivery partner,positive
3109,App keeps crashing frequently,negative
3110,Overall experience is normal,neutral
3111,Customer support was very helpful,positive
3112,Experience was neither good nor bad,neutral
3113,"Very slow delivery, not satisfied",negative
3114,Products were damaged and poorly packed,negative
3115,App works fine most of the time,neutral
3116,Delivery was very late and disappointing,negative
3117,Customer service is very bad,negative
3118,Not happy with the overall service,negative
3119,Prices are slightly high but service is okay,neutral
3120,Excellent experience with instant delivery,positive
3121,Prices are slightly high but service is okay,neutral
3122,Smooth ordering and fast checkout,positive
3123,"Amazing experience, will order again",positive
3124,Not happy with the overall service,negative
3125,Products were fresh and well packed,positive
3126,"Service is average, could be better",neutral
3127,Delivery was very late and disappointing,negative
3128,Product quality is fine,neutral
3129,Terrible service and rude delivery partner,negative
3130,Loved the quick service and fresh products,positive
3131,Product quality is fine,neutral
3132,Products were fresh and well packed,positive
3133,App keeps crashing frequently,negative
3134,Excellent experience with instant delivery,positive
3135,Refund process is too slow,negative
3136,Order arrived as expected,neutral
3137,Refund process is too slow,negative
3138,Excellent experience with instant delivery,positive
3139,Great service and friendly delivery partner,positive
3140,Order arrived as expected,neutral
3141,Refund process is too slow,negative
3142,Product quality is fine,neutral
3143,Delivery was super fast and very convenient,positive
3144,"Delivery was okay, nothing special",neutral
3145,Delivery time was acceptable,neutral
3146,Delivery time was acceptable,neutral
3147,Product quality is fine,neutral
3148,Overall experience is normal,neutral
3149,Very happy with the app and delivery speed,positive
3150,App works fine most of the time,neutral
3151,"Very slow delivery, not satisfied",negative
3152,Delivery was very late and disappointing,negative
3153,Overall experience is normal,neutral
3154,Excellent experience with instant delivery,positive
3155,App works fine most of the time,neutral
3156,Excellent experience with instant delivery,positive
3157,Great service and friendly delivery partner,positive
3158,Not happy with the overall service,negative
3159,App keeps crashing frequently,negative
3160,Refund process is too slow,negative
3161,"Very slow delivery, not satisfied",negative
3162,Products were fresh and well packed,positive
3163,Customer support was very helpful,positive
3164,"Super quick delivery, highly recommended",positive
3165,Delivery time was acceptable,neutral
3166,Products were damaged and poorly packed,negative
3167,Products were damaged and poorly packed,negative
3168,Products were fresh and well packed,positive
3169,Wrong items delivered again,negative
3170,Not happy with the overall service,negative
3171,Experience was neither good nor bad,neutral
3172,"Delivery was okay, nothing special",neutral
3173,Refund process is too slow,negative
3174,App keeps crashing frequently,negative
3175,Customer service is very bad,negative
3176,Customer support was very helpful,positive
3177,Overall experience is normal,neutral
3178,Refund process is too slow,negative
3179,Terrible service and rude delivery partner,negative
3180,Support team responded late,neutral
3181,Delivery was very late and disappointing,negative
3182,Support team responded late,neutral
3183,Delivery time was acceptable,neutral
3184,"Amazing experience, will order again",positive
3185,"Delivery was okay, nothing special",neutral
3186,Customer support was very helpful,positive
3187,Overall experience is normal,neutral
3188,Overall experience is normal,neutral
3189,Customer service is very bad,negative
3190,App keeps crashing frequently,negative
3191,Experience was neither good nor bad,neutral
3192,Prices are slightly high but service is okay,neutral
3193,"Super quick delivery, highly recommended",positive
3194,Terrible service and rude delivery partner,negative
3195,"Delivery was okay, nothing special",neutral
3196,App works fine most of the time,neutral
